dataset,LTER_Site,C,N,CN_Ratio,Nit,Min,NM_Ratio,Lat,Long,MAT,MAP
5,Bonanza Creek,48.6431,2.96906,16.38336347,0.17792,0.04222,4.21431,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,85.7215,4.64741,18.44500924,0.05391,-0.20093,-0.26829,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,53.3142,2.91215,18.30752212,0.04027,0.00125,32.13890,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,73.1043,3.90648,18.71357889,0.31627,0.05709,5.53990,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,51.3813,2.89926,17.72222222,0.16201,0.15965,1.01478,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,70.3804,3.28920,21.39740752,0.06030,0.35374,0.17045,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,35.6374,1.68256,21.18046972,-0.01131,-0.01189,0.95153,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,75.9127,3.42231,22.18170769,-0.01170,0.10718,-0.10919,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,44.0502,2.21499,19.88732394,0.01372,0.22795,0.06019,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,54.2308,2.43857,22.23880597,0.00698,0.10262,0.06806,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,59.9167,3.14565,19.0474621,0.00622,0.22868,0.02722,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,48.1801,2.74234,17.56899811,0.02751,0.38328,0.07178,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,75.6760,3.79365,19.94807324,-0.01060,0.26404,-0.04016,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,75.0436,3.73870,20.07210205,-0.01281,0.15098,-0.08486,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,94.0481,3.91496,24.02277542,-0.00580,-0.00074,7.88519,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,63.7171,2.20707,28.86952426,-0.01339,0.13511,-0.09907,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,54.5166,2.00123,27.24155844,-0.01102,-0.04066,0.27096,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,60.1409,2.04489,29.41026945,-0.00975,0.78805,-0.01237,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,29.7845,1.06663,27.92397661,-0.01046,0.00234,-4.47480,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,20.6153,0.73136,28.18763326,-0.01138,-0.02707,0.42054,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,36.5639,1.73095,21.12366231,0.00261,0.02255,0.11586,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,13.7385,0.78417,17.51968504,0.05578,-0.71549,-0.07796,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,51.7020,2.21977,23.29160872,0.04074,-0.75272,-0.05412,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,21.9198,0.98927,22.15749506,0.06112,0.16568,0.36892,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,24.2559,1.09908,22.06928839,-0.21961,-0.04857,4.52198,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,49.1458,2.30451,21.32589286,-1.96534,-2.61908,0.75039,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,112.8594,4.43824,25.42883635,-0.55552,-0.77316,0.71851,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,56.3577,2.53599,22.22312373,0.02433,-0.17395,-0.13987,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,65.7506,2.82508,23.27385288,0.04669,0.39269,0.11889,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,37.7878,1.73044,21.83709869,-0.09259,0.02244,-4.12549,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,13.7038,0.57207,23.95471974,-0.01552,0.16756,-0.09265,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,101.8492,4.06206,25.07328362,0.05292,-0.26692,-0.19826,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,17.8610,0.78755,22.67904509,-0.05201,0.08398,-0.61930,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,38.6778,1.85608,20.83849184,-0.05060,0.12575,-0.40236,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,29.0580,1.29622,22.41740532,0.05660,0.17228,0.32856,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,40.3066,2.11610,19.04761905,0.00159,-0.00740,-0.21501,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,39.7020,2.12882,18.64972596,0.00086,-0.00141,-0.61015,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,32.9878,1.76288,18.71239471,0.00282,-0.00594,-0.47486,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,41.3991,2.46082,16.82327586,0.00096,-0.03444,-0.02778,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,35.1516,1.89759,18.52431526,0.00002,-0.00179,-0.00886,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,62.0051,3.82496,16.21067031,0.01320,0.04143,0.31857,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,63.0621,3.79252,16.62803532,0.00812,-0.03023,-0.26861,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,73.5585,4.22891,17.39420935,0.01830,0.03909,0.46828,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,43.3565,2.48334,17.45891277,0.01337,0.01826,0.73230,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,58.8552,3.43252,17.14634146,0.00185,0.00854,0.21637,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,49.5032,2.82351,17.53246753,0.00001,-0.01002,-0.00082,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,41.0585,2.27024,18.08551069,0.00003,-0.03779,-0.00089,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,60.1695,3.38649,17.76751592,0.00007,-0.04507,-0.00163,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,43.1292,2.40290,17.94883303,0.00003,0.00470,0.00551,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,61.0107,3.55581,17.15802244,0.00018,-0.03734,-0.00472,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,47.1442,2.29872,20.50885961,0.02841,0.05967,0.47603,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,26.1727,1.24806,20.9707113,0.05563,0.06406,0.86835,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,23.6974,1.35459,17.49421742,0.01137,-0.00817,-1.39263,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,28.0213,1.43292,19.55539359,0.00654,-0.04114,-0.15887,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,30.7994,1.56869,19.63382157,0.01908,0.01152,1.65657,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,54.9473,3.35672,16.36936653,0.00217,-0.05535,-0.03915,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,55.4022,3.11340,17.79476724,0.01258,-0.00125,-10.08017,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,73.8203,4.08455,18.07303807,0.01505,0.01177,1.27887,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,51.8583,3.04358,17.03858186,-0.04824,-0.09116,0.52918,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,40.3060,2.36335,17.05461056,0.00679,0.01705,0.39835,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,66.4575,3.61763,18.37043633,0.00331,-0.00593,-0.55697,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,69.1849,3.93226,17.59421081,0.00289,-0.04330,-0.06665,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,63.6871,3.27831,19.42679332,0.00786,-0.03625,-0.21685,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,50.5975,2.68880,18.81789137,0.01646,0.03086,0.53340,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,56.3852,3.19563,17.64448925,0.01337,-0.02185,-0.61176,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,38.1019,1.41010,27.02064897,0.00829,0.01365,0.60714,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,40.6185,1.83958,22.08027134,0.00211,0.01655,0.12736,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,40.8473,1.73975,23.47878063,0.00538,0.01085,0.49592,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,40.9201,1.93837,21.11051502,0.00476,-0.01313,-0.36223,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,48.5425,2.15987,22.47472316,0.00549,0.01363,0.40294,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,23.7738,1.37272,17.31873112,-0.00072,-0.01890,0.03818,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,35.9459,1.92845,18.63978495,0.00419,0.01204,0.34765,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,74.5874,3.69930,20.16255605,-0.00003,-0.01206,0.00286,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,67.8586,2.66769,25.4372328,0.00009,-0.02749,-0.00329,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,70.1810,3.19645,21.95588712,0.00146,-0.00096,-1.51829,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,26.9152,0.97660,27.56014477,-0.00001,0.00573,-0.00183,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,23.6301,0.92774,25.47064097,-0.00238,-0.00120,1.98424,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,21.6133,0.79540,27.17291857,-0.00198,-0.00496,0.39884,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,18.1306,0.51086,35.49043549,-0.00326,0.00083,-3.92059,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,13.9514,0.53903,25.88235294,0.00016,-0.00803,-0.01979,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,12.2977,0.61489,20,0.02533,0.04625,0.54762,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,18.3489,0.85930,21.35329341,0.00497,-0.00635,-0.78260,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,24.9351,1.13613,21.94746377,0.00736,0.00861,0.85470,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,11.7832,0.52155,22.59273875,-0.01280,-0.01075,1.19030,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,28.3826,1.09805,25.84817245,-0.00178,0.00589,-0.30239,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,53.1684,2.51336,21.15431846,0.00847,0.09428,0.08980,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,76.1415,3.29525,23.10646269,0.09474,-0.02908,-3.25826,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,39.6294,1.82715,21.68918919,0.01104,-0.02424,-0.45547,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,42.7878,1.95884,21.84348739,0.00829,0.01820,0.45579,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,44.0841,2.02262,21.79552391,0.00853,-0.02168,-0.39320,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,8.0792,0.35847,22.53787879,0.00008,0.00813,0.00935,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,17.3596,0.76938,22.56312788,0.01687,0.02171,0.77703,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,9.4579,0.53583,17.65107212,0.00240,0.00894,0.26791,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,47.7859,2.32610,20.54333184,0.02273,0.16466,0.13801,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,21.8509,1.00147,21.81894034,0.00101,0.01782,0.05650,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,36.6790,1.96760,18.64150943,0.02025,0.07302,0.27737,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,51.0091,2.78222,18.33396874,0.02058,0.09256,0.22234,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,30.8239,1.78092,17.30792138,0.04337,0.11280,0.38447,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,37.3791,2.15004,17.38529847,0.05094,0.27513,0.18514,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,61.7646,3.31469,18.6336,0.09092,0.09760,0.93161,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,56.6261,3.25775,17.38194668,0.00879,-0.12033,-0.07308,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,37.2763,2.21963,16.79396511,0.03316,-0.11025,-0.30078,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,37.5170,2.17358,17.26047183,0.02087,-0.07534,-0.27695,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,48.9239,2.80357,17.45054125,0.05077,0.04227,1.20110,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,30.4427,1.72986,17.59830611,0.03005,0.11228,0.26760,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,46.0735,2.52477,18.2486117,-0.01448,-0.06505,0.22260,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,49.6973,2.74802,18.08477237,-0.01620,0.04051,-0.39996,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,48.7590,2.73508,17.82728707,-0.08164,-0.31671,0.25779,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,46.2353,2.64125,17.50510412,0.00261,-0.06262,-0.04173,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,59.9970,3.38541,17.72220452,-0.00499,-0.23319,0.02139,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,65.9016,2.98698,22.06293706,0.55150,0.43200,1.27663,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,45.5150,2.28724,19.89954338,-0.01500,-0.58328,0.02571,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,46.0058,2.35303,19.55170883,0.19725,0.01659,11.89268,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,32.6375,1.74937,18.65671642,0.00462,-0.48956,-0.00943,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,53.5464,2.68411,19.94941634,0.15896,-0.09471,-1.67834,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,42.3372,2.34642,18.04328224,0.24449,0.31340,0.78011,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,57.4122,3.20544,17.91089109,0.37502,0.21390,1.75323,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,51.0648,2.79180,18.29101933,0.38113,0.63547,0.59976,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,94.3541,5.01762,18.80455408,0.68956,0.32685,2.10970,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,74.8041,4.44106,16.84373511,0.74658,0.75984,0.98254,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,50.0606,2.72853,18.34710744,0.07269,0.16526,0.43985,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,55.8269,2.84664,19.61146737,0.08833,0.06595,1.33942,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,45.4969,2.30330,19.75291375,0.12090,0.09689,1.24781,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,47.0969,2.64370,17.81478473,-0.07666,-0.15160,0.50566,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,44.3372,2.39243,18.53231598,0.21925,0.34496,0.63559,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,58.7232,3.12698,18.77951447,0.00907,-0.16289,-0.05571,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,58.8375,2.94916,19.9506347,0.00226,-0.32363,-0.00698,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,83.4624,3.16546,26.36662286,0.01067,-0.15657,-0.06817,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,92.3015,3.47639,26.55100209,0.06122,0.26237,0.23332,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,88.9530,3.88299,22.90840921,0.02659,-0.48123,-0.05526,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,66.1478,2.60652,25.37788385,0.01880,0.05309,0.35409,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,34.6913,1.54068,22.51682369,0.01572,0.13311,0.11807,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,34.7121,1.57905,21.98292843,-0.00334,0.06624,-0.05044,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,44.7690,1.91601,23.36580087,-0.00418,0.13690,-0.03052,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,57.3350,2.39086,23.98091934,0.03326,0.14322,0.23224,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,22.5905,1.00768,22.41823997,-0.02996,0.04526,-0.66196,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,19.3158,0.69872,27.64469573,-0.00617,0.08014,-0.07703,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,11.8514,0.46054,25.73363431,-0.00426,0.04140,-0.10301,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,10.0519,0.39619,25.37129362,-0.00222,-0.01560,0.14227,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,12.3401,0.47187,26.15113461,-0.00667,-0.02568,0.25995,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,71.4195,2.38648,29.92669254,0.03046,-0.24305,-0.12531,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,41.1537,1.75564,23.44079719,-0.86236,-0.94626,0.91134,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,56.3947,2.45235,22.99622325,-0.78345,-0.92861,0.84367,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,81.6591,3.04819,26.78933153,-0.11752,-0.78711,0.14930,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,48.2236,2.25682,21.36798906,-0.11872,-0.33592,0.35342,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,26.1109,1.09361,23.87582314,0.20586,0.32666,0.63018,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,30.0924,1.26542,23.7804878,0.45880,0.39534,1.16053,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,28.1480,1.08950,25.83569405,1.10668,1.34323,0.82389,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,21.3064,0.77386,27.53257112,0.28006,0.55970,0.50037,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,21.0595,0.84464,24.93300853,0.55107,0.66175,0.83274,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,14.5603,0.56977,25.55453712,0.08027,0.15317,0.52409,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,14.8632,0.57771,25.72771651,-0.00505,0.09584,-0.05271,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,41.8218,1.69522,24.67036352,0.03329,-0.01456,-2.28634,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,27.7524,1.11553,24.87827715,0.09312,0.25765,0.36142,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,37.8005,1.33487,28.31768388,0.06450,-0.03273,-1.97057,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.03273,0.14255,0.22958,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.02973,0.21394,0.13895,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.00913,0.07910,0.11548,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.03671,-0.09122,-0.40243,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.07232,0.03284,2.20193,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.02471,0.29880,0.08269,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.07132,0.22079,0.32301,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.04657,0.02990,1.55777,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.04714,0.18470,0.25523,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.12569,0.37024,0.33948,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.00269,0.41266,0.00652,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.00623,0.02029,0.30720,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.00239,0.33584,0.00713,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.01040,-0.00645,-1.61373,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.00038,0.07466,-0.00504,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.18209,0.25550,0.71269,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.03761,0.86059,-0.04370,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.01496,-0.21151,0.07074,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.08268,0.05794,1.42716,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.17849,0.19674,0.90724,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.05549,-0.18677,-0.29712,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.64219,0.95708,0.67098,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.12055,0.38916,0.30977,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.32652,0.32864,0.99355,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.20892,0.41035,0.50913,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.29951,-1.08485,0.27608,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.34067,0.31191,1.09223,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,1.26233,1.31072,0.96309,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,2.27697,2.68446,0.84820,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.03436,-0.47646,0.07211,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.03040,0.09874,0.30791,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.03314,0.24802,0.13361,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.07406,0.24348,0.30416,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.04175,0.22898,0.18233,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.03916,0.17187,0.22787,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.02380,0.18202,0.13075,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.06483,0.22116,0.29316,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.03508,0.53896,0.06509,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.00012,0.40764,0.00028,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.03094,0.25172,0.12293,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.00015,0.05295,0.00285,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.00486,0.13820,0.03520,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.02879,0.01290,-2.23154,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.00178,0.19077,-0.00932,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.00026,0.04498,-0.00573,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.34789,1.09243,0.31845,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.05296,0.10100,0.52438,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.05275,0.38506,-0.13698,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.07547,0.11439,0.65977,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.02330,-0.04263,0.54645,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.36624,-0.58593,0.62506,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.87810,-1.53649,0.57150,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.27121,-0.43241,0.62720,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.97239,-2.02042,0.48128,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.45439,-0.67240,0.67578,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.06951,-0.28582,0.24318,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.07477,0.36764,-0.20339,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.66736,-1.24145,0.53757,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,-0.85067,-0.64684,1.31511,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,NA,NA,NA,0.09808,0.23974,0.40910,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,12.6225,0.70111,18.00343741,0.02978,0.01422,2.09472,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,13.4111,0.83601,16.04179471,0.04209,0.01049,4.01274,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,5.7858,0.32232,17.95038392,0.01276,0.01286,0.99230,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,7.3285,1.10307,6.643761303,0.02220,0.02219,1.00042,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,6.7384,0.26858,25.08931962,0.01755,0.01774,0.98891,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,8.2802,0.64166,12.90436654,0.01098,0.00089,12.27823,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,17.4503,1.20053,14.53547298,0.01354,0.01927,0.70276,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,17.9659,1.06666,16.84313726,0.00655,-0.03149,-0.20798,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,13.3460,1.28579,10.37964458,0.00473,-0.00339,-1.39545,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,8.8204,0.26087,33.81080049,0.05401,0.07063,0.76479,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,6.4185,0.30666,20.9303021,0.02347,0.02333,1.00574,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,8.4548,0.54647,15.47165992,0.12484,0.11681,1.06878,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,10.0965,0.55587,18.16339258,-0.00680,-0.02287,0.29758,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,14.3072,0.69727,20.51898127,0.02443,0.02451,0.99668,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,8.9485,0.45134,19.82647388,0.01293,0.01313,0.98442,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,27.4179,1.58419,17.30718086,0.02125,0.01000,2.12549,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,19.1932,1.15617,16.60071942,0.01491,0.00818,1.82251,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,23.5146,1.43213,16.41927084,0.02042,0.01378,1.48151,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,126.8959,4.56203,27.81565954,0.00531,0.03737,0.14211,64.70,-148.20,-3.10,269.00
5,Bonanza Creek,60.8553,3.67155,16.57483444,0.06516,0.03060,2.12942,64.70,-148.20,-3.10,269.00
