Dataset_Number,File_Name,LTER_SITE,Sub_Site,Sub_Site_2,Treatment,Treatment 2,Date,Nitrification,Mineralization,Total Soil C,Total soil C (%),Total soil N (%),Total SoilN,Soil Organic Matter,Change_NH4,Change_NO3,Initial_NH4,Final_NH4,Initial_NO3,Final_NO3,Net Nitrification,Net mineralization,T0 collection date,T30 extraction date,N min Lab,N min Field,Nit Field,CO2 Treatment,Nitrogen Treatment,labile c
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,-0.044031339,0.187493588,13.26985416,1.270450375,0.060530908,0.632245337,,,,,,,,,0,10/2/99,5/24/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,0.189236211,0.774880206,59.71804853,5.717381381,0.235622823,2.461080384,,,,,,,,,0,10/2/99,5/24/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,0.176814504,0.808819872,64.42466904,6.167991292,0.290565457,3.0349562,,,,,,,,,0,10/2/99,5/24/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,0.024636242,0.17922782,40.8145639,3.907569545,0.184244864,1.924437601,,,,,,,,,0,10/2/99,5/24/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,0.127830462,0.651875243,76.41483482,7.315924827,0.315964392,3.300248071,,,,,,,,,0,10/2/99,5/24/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,-0.002331618,0.464547354,,,,,,,,,,,,,0,10/2/99,5/24/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,-0.001489357,0.036661023,,,,,,,,,,,,,0,10/2/99,5/24/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,-0.002138051,0.04729009,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,-0.001353436,0.029602524,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,-0.000789323,0.026841962,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,-0.002205694,0.014002488,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,-0.000390479,0.030839339,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,0.005262365,0.045105813,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,0.021623585,-0.072433096,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,-0.000340702,0.008766311,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,-0.000804007,0.068188342,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,-0.001871382,0.009399688,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,-0.000409755,0.086000136,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,-0.001004544,0.043575777,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,-0.001191483,0.018781236,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,-0.000467262,0.046052507,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,0.008672731,0.038875975,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,0.017247151,0.065378755,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,0.039497921,0.090679064,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,0.038853711,0.07497884,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,-0.075866999,-0.031865905,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,0.232673375,0.239136895,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,0.160037377,0.17151013,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,-0.007933732,0.125587976,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,-0.003688375,0.061576243,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,0.000519957,0.065420971,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,-0.012761129,0.078830627,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,0.000284738,0.085151339,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,-0.001946902,0.05524217,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,5.27E-05,0.109264352,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,0.003113016,0.045171646,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,0.000889856,0.010693344,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,-0.00094883,0.021357665,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,0.010055137,0.037968719,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,0.001662461,0.026529386,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,0.000151061,0.076749059,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,0.000260572,0.063780053,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,-0.000789047,0.007388387,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,-0.000192499,0.043545567,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,0.001078723,0.053342326,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,-0.000177895,0.013732339,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,0.000495066,0.037858012,,,,,,,,,,,,,0,6/5/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,-0.000239885,0.017265183,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,-0.001391311,0.005270391,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,-0.001387464,-0.000649811,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4ATreat,fertilized,,-0.003920863,0.142777821,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4ATreat,fertilized,,-0.01020679,-0.050578507,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4ATreat,fertilized,,-0.004226861,0.084926172,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4ATreat,fertilized,,0.005484516,0.026413341,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4ATreat,fertilized,,-0.00392366,0.002658657,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4BTreat,fertilized,,-0.003078169,0.062412713,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4BTreat,fertilized,,0.021749021,0.122427434,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4BTreat,fertilized,,-0.021331294,-0.080290007,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4BTreat,fertilized,,0.032110242,0.072169136,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4BTreat,fertilized,,0.006663745,0.052941936,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,-0.023710268,-0.003811187,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,-0.002533931,-0.011567055,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,-0.000704448,0.007957511,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,0.006656794,0.023014023,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,-0.024500269,0.008917926,,,,,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,0.032162558,0.205431116,49.32255,,,2.6973601,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,0.081638697,0.491037997,51.412129,,,2.9285927,,,,,,,,,0,6/6/00,7/4/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,0.085720036,0.501348434,58.964313,,,2.9710207,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,0.239306637,0.562636345,56.736843,,,3.1004261,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,0.038633579,0.494008467,38.259449,,,2.0397261,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,0.542934208,0.71805303,51.121525,,,2.9961295,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,0.240326076,1.234436451,37.65307,,,2.247882,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,0.061480854,0.149801546,45.96228,,,2.838108,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,0.161427283,0.450583942,45.08322,,,2.6905515,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,0.258245831,0.220154267,45.365775,,,2.6277615,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,-0.035644786,0.204362225,55.596675,,,3.1524555,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,-0.032272897,0.219150293,81.329685,,,4.2546825,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,0.091307771,0.198087268,64.2786,,,3.5342445,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,-0.029453154,0.325623747,51.89742,,,2.9410695,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,-0.03478256,0.529822268,59.36064,,,3.1567695,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,0.205268768,0.567451613,30.91424,,,1.6073316,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,0.176788433,-1.251045498,233.00564,,,11.947936,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,0.365321456,0.130849184,82.183836,,,4.2183316,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,0.613027865,-0.922579207,82.601596,,,4.224598,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,0.431085498,0.59344339,68.126212,,,3.3859448,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,0.091405807,0.753384472,42.770897,,,2.464907,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,0.015226658,0.469976203,42.10442,,,2.4130699,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,1.00880101,1.124656949,89.424287,,,5.2122733,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,0.375239952,0.894687764,53.910584,,,3.2033212,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,0.002519528,-0.183101477,40.83494,,,2.3834487,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,0.041792538,0.378720631,57.856344,,,3.173079,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,-0.019039367,0.187334502,47.053916,,,2.6963118,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,0.024368391,0.379911787,54.355756,,,2.9712046,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,0.134245799,0.329741165,40.05274,,,2.1014266,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,-0.115691536,0.175439306,52.734318,,,2.8359058,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,-0.025089945,0.13238264,40.296125,,,1.2957154,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,-0.031423414,-0.072771518,41.616798,,,1.5109747,,,,,,,,,0,7/2/00,7/31/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,-0.027182445,0.161397307,40.691287,,,1.4059448,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,-0.007883862,-0.084272762,58.016021,,,2.2940194,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,-0.033295,0.064615212,67.395919,,,2.6694233,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,0.036630403,0.102912439,116.64,,,4.3120512,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,-0.00811591,0.052291599,130.84416,,,5.0004864,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,-0.043318597,0.060678119,78.475392,,,3.5468928,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,-0.040536264,0.415702839,122.44608,,,5.1674112,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,-0.032914626,0.10864769,57.614976,,,2.6365824,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,-0.035010581,0.18840913,38.506784,,,1.5833108,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,-0.022630032,0.278899249,86.723432,,,3.1780572,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,-0.038420791,0.016193735,44.889928,,,1.5677168,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,-0.034920398,-0.010460076,12.703912,,,0.47187444,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,-0.035847391,-0.058385842,16.654392,,,0.62552732,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4ATreat,fertilized,,-0.02909019,-0.096828352,26.118558,,,0.94183232,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4ATreat,fertilized,,0.424783155,0.569442141,42.584158,,,1.7144806,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4ATreat,fertilized,,-0.015338195,0.320224528,20.160069,,,0.96262014,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4ATreat,fertilized,,0.151774524,0.498388303,19.65581,,,0.90622546,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4ATreat,fertilized,,-0.039926187,-0.080011208,41.236037,,,1.5580574,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4BTreat,fertilized,,0.100326633,0.587389196,103.60016,,,3.9464768,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4BTreat,fertilized,,0.212111308,0.713536616,63.394656,,,2.5678848,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4BTreat,fertilized,,0.037291844,0.238615446,60.514016,,,2.8785824,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4BTreat,fertilized,,-0.006301971,0.336690717,56.470832,,,2.5503952,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4BTreat,fertilized,,-0.259278603,0.51616769,72.99336,,,3.2263168,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,-0.037818605,0.017038667,18.84278,,,0.82922855,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,-0.031217409,0.103943235,14.717005,,,0.63975625,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,0.026547075,0.264791094,16.81645,,,0.73083665,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,-0.019990423,0.089322349,16.555325,,,0.7025307,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4CTreat,fertilized,,-0.025550742,0.322707918,28.05527,,,1.167751,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,0.043616958,-0.167597593,,,,,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,0.060977182,0.090960851,,,,,,,,,,,,,0,7/1/00,7/30/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,0.062202882,0.046353408,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,0.056996185,0.088038411,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1 Cont,control,,0.034760852,0.007912233,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,0.0546581,0.21747198,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,0.106530527,0.122665765,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,0.28945256,0.195198701,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,0.115767512,0.204253322,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2 Cont,control,,0.0482495,-0.065207079,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,0.006894315,-0.57164498,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,-0.001679669,-0.171059109,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,0.002575055,-0.059698925,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,-0.002296005,-0.498353066,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3 Cont,control,,0.001647116,-0.179105854,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,-0.025521111,-0.006168531,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,0.011400707,-0.261152884,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,-0.836782346,-1.111337638,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,0.310342128,0.292104127,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP1Treat,fertilized,,-0.144142561,-1.087062205,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,0.03823888,-0.220372806,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,0.147911146,-0.061351782,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,-1.416764611,-1.623086905,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,0.029755584,-0.333695634,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP2Treat,fertilized,,0.045365612,-0.176478843,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,-0.032646638,-0.383960765,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,0.062819661,-0.393199444,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,0.255511406,-0.129266098,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,0.174962874,0.330187448,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,BP3Treat,fertilized,,0.035530275,-0.286165,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,0.00592964,0.047072476,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,0.023453104,0.118564101,,,,,,,,,,,,,0,7/29/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,0.001050161,0.014562189,,,,,,,,,,,,,0,7/28/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,0.044001555,-0.02436715,,,,,,,,,,,,,0,7/28/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4A Cont,control,,0.012265023,-0.192915486,,,,,,,,,,,,,0,7/28/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,0.010722655,-0.467681642,,,,,,,,,,,,,0,7/28/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,0.062482574,-0.111437185,,,,,,,,,,,,,0,7/28/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,0.032436762,0.289587285,,,,,,,,,,,,,0,7/28/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,0.007787866,-0.325518206,,,,,,,,,,,,,0,7/28/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4B Cont,control,,0.015919891,0.004192925,,,,,,,,,,,,,0,7/28/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,0.000498137,0.071944915,,,,,,,,,,,,,0,7/28/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,-0.004020957,0.123429225,,,,,,,,,,,,,0,7/28/00,8/23/00,,,,,,
5,BNZ_76.19,Bonanza Creek,,,4C Cont,control,,0.001483543,-0.110550302,,,,,,,,,,,,,0,7/28/00,8/23/00,,,,,,
